arm,subject,file_name,gesture,n,dist_to_gesture_median,robust_z
right arm,subject08,subject08_session05_filtered.npz,right_turn,410,0.07608307898044586,-0.4873989224433899
right arm,subject08,subject08_session06_filtered.npz,right_turn,410,0.0662272721529007,-0.6474912166595459
right arm,subject08,subject08_session07_filtered.npz,right_turn,410,0.07356633991003036,-0.5282794237136841
right arm,subject09,subject09_session01_filtered.npz,right_turn,410,0.06885994970798492,-0.6047274470329285
right arm,subject09,subject09_session02_filtered.npz,right_turn,410,0.08318790793418884,-0.37199199199676514
right arm,subject09,subject09_session03_filtered.npz,right_turn,410,0.0910377949476242,-0.24448272585868835
right arm,subject09,subject09_session04_filtered.npz,right_turn,410,0.08546087145805359,-0.3350712060928345
right arm,subject09,subject09_session05_filtered.npz,right_turn,410,0.09895621985197067,-0.11586017161607742
right arm,subject09,subject09_session06_filtered.npz,right_turn,410,0.0956369936466217,-0.1697758585214615
right arm,subject10,subject10_session01_filtered.npz,right_turn,410,0.287943035364151,2.9539380073547363
right arm,subject10,subject10_session02_filtered.npz,right_turn,410,0.2147684246301651,1.7653297185897827
right arm,subject10,subject10_session03_filtered.npz,right_turn,410,0.8034167885780334,11.327011108398438
right arm,subject10,subject10_session04_filtered.npz,right_turn,410,0.8101578950881958,11.43651008605957
right arm,subject10,subject10_session05_filtered.npz,right_turn,410,0.6299501061439514,8.509313583374023
right arm,subject10,subject10_session06_filtered.npz,right_turn,410,0.8844136595726013,12.642679214477539
right arm,subject10,subject10_session07_filtered.npz,right_turn,410,1.094146966934204,16.04947280883789
right arm,subject10,subject10_session08_filtered.npz,right_turn,410,1.448468804359436,21.804880142211914
right arm,subject11,subject11_session01_filtered.npz,right_turn,410,0.08117549866437912,-0.404680460691452
right arm,subject11,subject11_session02_filtered.npz,right_turn,410,0.05065101757645607,-0.9005033373832703
right arm,subject11,subject11_session03_filtered.npz,right_turn,410,0.0731542780995369,-0.5349727272987366
right arm,subject11,subject11_session04_filtered.npz,right_turn,410,0.053592074662446976,-0.8527304530143738
right arm,subject11,subject11_session05_filtered.npz,right_turn,410,0.05285033583641052,-0.8647788763046265
right arm,subject11,subject11_session06_filtered.npz,right_turn,410,0.04237731546163559,-1.0348968505859375
right arm,subject11,subject11_session07_filtered.npz,right_turn,410,0.03452445939183235,-1.16245436668396
right arm,subject12,subject12_session01_filtered.npz,right_turn,410,0.06812096387147903,-0.6167311668395996
right arm,subject12,subject12_session02_filtered.npz,right_turn,410,0.06384618580341339,-0.6861683130264282
right arm,subject12,subject12_session03_filtered.npz,right_turn,410,0.0463859848678112,-0.9697822332382202
right arm,subject12,subject12_session04_filtered.npz,right_turn,410,0.04531173035502434,-0.9872317910194397
right arm,subject12,subject12_session05_filtered.npz,right_turn,410,0.05002843216061592,-0.9106162786483765
right arm,subject12,subject12_session06_filtered.npz,right_turn,410,0.05636823549866676,-0.807636022567749
right arm,subject12,subject12_session07_filtered.npz,right_turn,410,0.05076087266206741,-0.8987189531326294
right arm,Matthew,Matthew_session01_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.1880364716053009,4.92800760269165
right arm,Matthew,Matthew_session02_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.2262534648180008,6.195530414581299
right arm,Matthew,Matthew_session03_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.16693741083145142,4.228226661682129
right arm,Matthew,Matthew_session04_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.1394624263048172,3.316978693008423
right arm,Matthew,Matthew_session05_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.18610543012619019,4.863961696624756
right arm,Matthew,Matthew_session06_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.1931353062391281,5.097118377685547
right arm,Matthew,Matthew_session07_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.1912316232919693,5.033979892730713
right arm,Matthew,Matthew_session08_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.22176554799079895,6.046681880950928
right arm,Matthew,Matthew_session09_filtered.npz,signal_left,410,0.01896175928413868,-0.6796019077301025
right arm,Matthew,Matthew_session10_filtered.npz,signal_left,410,0.015523451380431652,-0.7936384081840515
right arm,Matthew,Matthew_session11_filtered.npz,signal_left,410,0.019115865230560303,-0.674490749835968
right arm,Matthew,Matthew_session12_filtered.npz,signal_left,410,0.01896115392446518,-0.6796219944953918
right arm,Matthew,Matthew_session13_filtered.npz,signal_left,410,0.01523174811154604,-0.8033131957054138
right arm,Matthew,Matthew_session14_filtered.npz,signal_left,410,0.010918846353888512,-0.9463568925857544
right arm,Matthew,Matthew_session15_filtered.npz,signal_left,410,0.01382115762680769,-0.8500974774360657
right arm,Matthew,Matthew_session16_filtered.npz,signal_left,410,0.013397814705967903,-0.8641382455825806
right arm,Matthew,Matthew_session17_filtered.npz,signal_left,410,0.013784707523882389,-0.8513064384460449
right arm,Matthew,Matthew_session18_filtered.npz,signal_left,410,0.013574721291661263,-0.8582708835601807
right arm,Matthew,Matthew_session19_filtered.npz,signal_left,410,0.011569615453481674,-0.9247731566429138
right arm,Matthew,Matthew_session20_filtered.npz,signal_left,411,0.018282592296600342,-0.7021274566650391
right arm,Matthew,Matthew_session21_filtered.npz,signal_left,409,0.03508176654577255,-0.14495831727981567
right arm,Matthew,Matthew_session22_filtered.npz,signal_left,470,0.18300825357437134,4.761239528656006
right arm,subject02,subject02_session01_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.19674524664878845,5.216846942901611
right arm,subject02,subject02_session02_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.18387357890605927,4.789939880371094
right arm,subject02,subject02_session03_relabeled_first_gesture_dropped_filtered.npz,signal_left,411,0.18026816844940186,4.670360565185547
right arm,subject02,subject02_session04_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.19882440567016602,5.2858052253723145
right arm,subject02,subject02_session05_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.15213915705680847,3.7374210357666016
right arm,subject02,subject02_session06_relabeled_first_gesture_dropped_filtered.npz,signal_left,409,0.19456517696380615,5.1445417404174805
right arm,subject02,subject02_session07_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.2111390233039856,5.69423770904541
right arm,subject03,subject03_session01_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.03596719354391098,-0.11559184640645981
right arm,subject03,subject03_session02_relabeled_first_gesture_dropped_filtered.npz,signal_left,411,0.03809884563088417,-0.044892486184835434
right arm,subject03,subject03_session03_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.03444437310099602,-0.16609840095043182
right arm,subject03,subject03_session04_relabeled_first_gesture_dropped_filtered.npz,signal_left,411,0.03424405679106712,-0.17274218797683716
right arm,subject03,subject03_session05_relabeled_first_gesture_dropped_filtered.npz,signal_left,409,0.03949452191591263,0.0013971565058454871
right arm,subject03,subject03_session06_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.03590996935963631,-0.1174897700548172
right arm,subject04,subject04_session01_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.04644784331321716,0.2320142239332199
right arm,subject04,subject04_session02_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.049467138946056366,0.3321535587310791
right arm,subject04,subject04_session03_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.03840281069278717,-0.03481104224920273
right arm,subject04,subject04_session04_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.034097820520401,-0.17759233713150024
right arm,subject04,subject04_session05_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.027043364942073822,-0.4115636646747589
right arm,subject05,subject05_session01_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.03739558160305023,-0.06821726262569427
right arm,subject05,subject05_session02_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.037924930453300476,-0.0506606362760067
right arm,subject05,subject05_session03_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.04377841204404831,0.1434786319732666
right arm,subject05,subject05_session04_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.07811205089092255,1.2822039127349854
right arm,subject06,subject06_session01_relabeled_first_gesture_dropped_filtered.npz,signal_left,412,0.035979967564344406,-0.11516817659139633
right arm,subject06,subject06_session02_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.03387388586997986,-0.18501944839954376
right arm,subject06,subject06_session03_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.030031928792595863,-0.3124435842037201
right arm,subject06,subject06_session04_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.030350064858794212,-0.30189213156700134
right arm,subject06,subject06_session05_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.03527304530143738,-0.13861428201198578
right arm,subject06,subject06_session06_relabeled_first_gesture_dropped_filtered.npz,signal_left,409,0.03666573017835617,-0.09242385625839233
right arm,subject06,subject06_session07_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.033622823655605316,-0.1933462917804718
right arm,subject06,subject06_session08_relabeled_first_gesture_dropped_filtered.npz,signal_left,410,0.03158455714583397,-0.26094838976860046
right arm,subject07,subject07_session01_filtered.npz,signal_left,410,0.18552452325820923,4.844695091247559
right arm,subject07,subject07_session02_filtered.npz,signal_left,410,0.1775929480791092,4.581633567810059
right arm,subject07,subject07_session03_filtered.npz,signal_left,409,0.18646886944770813,4.876015663146973
right arm,subject07,subject07_session04_filtered.npz,signal_left,410,0.15775154531002045,3.9235641956329346
right arm,subject07,subject07_session05_filtered.npz,signal_left,409,0.22229519486427307,6.064248085021973
right arm,subject07,subject07_session06_filtered.npz,signal_left,411,0.24408161640167236,6.7868266105651855
right arm,subject07,subject07_session07_filtered.npz,signal_left,410,0.18481551110744476,4.82118034362793
right arm,subject07,subject07_session08_filtered.npz,signal_left,410,0.1578570157289505,3.9270622730255127
right arm,subject08,subject08_session01_filtered.npz,signal_left,411,0.026649054139852524,-0.42464154958724976
right arm,subject08,subject08_session02_filtered.npz,signal_left,410,0.0660097524523735,0.8808135390281677
right arm,subject08,subject08_session03_filtered.npz,signal_left,410,0.04281870648264885,0.11164859682321548
right arm,subject08,subject08_session04_filtered.npz,signal_left,410,0.038476940244436264,-0.032352425158023834
right arm,subject08,subject08_session05_filtered.npz,signal_left,410,0.03793128579854965,-0.05044985190033913
right arm,subject08,subject08_session06_filtered.npz,signal_left,410,0.040853101760149,0.04645644128322601
right arm,subject08,subject08_session07_filtered.npz,signal_left,410,0.03945239633321762,0.0
right arm,subject09,subject09_session01_filtered.npz,signal_left,409,0.033614370971918106,-0.19362664222717285
right arm,subject09,subject09_session02_filtered.npz,signal_left,410,0.03362206369638443,-0.1933715045452118
right arm,subject09,subject09_session03_filtered.npz,signal_left,410,0.09334725886583328,1.7875018119812012
right arm,subject09,subject09_session04_filtered.npz,signal_left,410,0.05971550568938255,0.6720556020736694
right arm,subject09,subject09_session05_filtered.npz,signal_left,410,0.04066608101129532,0.04025362432003021
right arm,subject09,subject09_session06_filtered.npz,signal_left,410,0.046250954270362854,0.22548410296440125
right arm,subject10,subject10_session01_filtered.npz,signal_left,410,0.09129280596971512,1.7193629741668701
right arm,subject10,subject10_session02_filtered.npz,signal_left,410,0.04439830034971237,0.16403813660144806
right arm,subject10,subject10_session03_filtered.npz,signal_left,410,0.07272714376449585,1.1036056280136108
right arm,subject10,subject10_session04_filtered.npz,signal_left,410,0.10296938568353653,2.1066336631774902
right arm,subject10,subject10_session05_filtered.npz,signal_left,410,0.07365569472312927,1.1344023942947388
right arm,subject10,subject10_session06_filtered.npz,signal_left,410,0.092973493039608,1.775105357170105
right arm,subject10,subject10_session07_filtered.npz,signal_left,410,0.10810035467147827,2.2768099308013916
right arm,subject10,subject10_session08_filtered.npz,signal_left,410,0.24586522579193115,6.845983028411865
right arm,subject11,subject11_session01_filtered.npz,signal_left,410,0.03880252316594124,-0.021553993225097656
right arm,subject11,subject11_session02_filtered.npz,signal_left,410,0.03725771978497505,-0.07278965413570404
right arm,subject11,subject11_session03_filtered.npz,signal_left,410,0.03552243113517761,-0.13034303486347198
right arm,subject11,subject11_session04_filtered.npz,signal_left,410,0.03693607822060585,-0.08345736563205719
right arm,subject11,subject11_session05_filtered.npz,signal_left,410,0.033508796244859695,-0.19712817668914795
right arm,subject11,subject11_session06_filtered.npz,signal_left,410,0.03567514568567276,-0.125278040766716
right arm,subject11,subject11_session07_filtered.npz,signal_left,410,0.037109676748514175,-0.07769972085952759
right arm,subject12,subject12_session01_filtered.npz,signal_left,410,0.06588966399431229,0.8768306374549866
right arm,subject12,subject12_session02_filtered.npz,signal_left,410,0.05869961529970169,0.6383621096611023
right arm,subject12,subject12_session03_filtered.npz,signal_left,410,0.060389213263988495,0.6944001317024231
right arm,subject12,subject12_session04_filtered.npz,signal_left,410,0.03484002873301506,-0.1529759168624878
right arm,subject12,subject12_session05_filtered.npz,signal_left,410,0.039156291633844376,-0.009820745326578617
right arm,subject12,subject12_session06_filtered.npz,signal_left,410,0.029645750299096107,-0.3252517580986023
right arm,subject12,subject12_session07_filtered.npz,signal_left,410,0.03478575497865677,-0.1547759771347046
right arm,Matthew,Matthew_session01_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.039694637060165405,-0.2860912084579468
right arm,Matthew,Matthew_session02_relabeled_first_gesture_dropped_filtered.npz,signal_right,411,0.05171770602464676,0.025999482721090317
right arm,Matthew,Matthew_session03_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.049085989594459534,-0.04231370612978935
right arm,Matthew,Matthew_session04_relabeled_first_gesture_dropped_filtered.npz,signal_right,411,0.05597342178225517,0.13646788895130157
right arm,Matthew,Matthew_session05_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.04845762252807617,-0.058624640107154846
right arm,Matthew,Matthew_session06_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.05995292216539383,0.23976637423038483
right arm,Matthew,Matthew_session07_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.04773712903261185,-0.07732696086168289
right arm,Matthew,Matthew_session08_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.04969428852200508,-0.026523690670728683
right arm,Matthew,Matthew_session09_filtered.npz,signal_right,410,0.016069255769252777,-0.8993507027626038
right arm,Matthew,Matthew_session10_filtered.npz,signal_right,410,0.016680408269166946,-0.8834866285324097
right arm,Matthew,Matthew_session11_filtered.npz,signal_right,410,0.017412370070815086,-0.8644865155220032
right arm,Matthew,Matthew_session12_filtered.npz,signal_right,410,0.015960704535245895,-0.9021684527397156
right arm,Matthew,Matthew_session13_filtered.npz,signal_right,410,0.014299076050519943,-0.9453004002571106
right arm,Matthew,Matthew_session14_filtered.npz,signal_right,410,0.015743864700198174,-0.9077970385551453
right arm,Matthew,Matthew_session15_filtered.npz,signal_right,410,0.015686267986893654,-0.9092922210693359
right arm,Matthew,Matthew_session16_filtered.npz,signal_right,410,0.01597122848033905,-0.9018952250480652
right arm,Matthew,Matthew_session17_filtered.npz,signal_right,410,0.016343900933861732,-0.8922215700149536
right arm,Matthew,Matthew_session18_filtered.npz,signal_right,410,0.01806272380053997,-0.8476048707962036
right arm,Matthew,Matthew_session19_filtered.npz,signal_right,409,0.016005249693989754,-0.9010121822357178
right arm,Matthew,Matthew_session20_filtered.npz,signal_right,410,0.016082175076007843,-0.8990153074264526
right arm,Matthew,Matthew_session21_filtered.npz,signal_right,411,0.04465385153889656,-0.15736161172389984
right arm,Matthew,Matthew_session22_filtered.npz,signal_right,470,0.14392271637916565,2.4194252490997314
right arm,subject02,subject02_session01_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.19664178788661957,3.787889003753662
right arm,subject02,subject02_session02_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.09340867400169373,1.1081992387771606
right arm,subject02,subject02_session03_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.14778120815753937,2.519582748413086
right arm,subject02,subject02_session04_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.11146572977304459,1.576918125152588
right arm,subject02,subject02_session05_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.06145051121711731,0.2786402702331543
right arm,subject02,subject02_session06_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.08015737682580948,0.7642266154289246
right arm,subject02,subject02_session07_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.11548909544944763,1.6813552379608154
right arm,subject03,subject03_session01_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.044497933238744736,-0.16140888631343842
right arm,subject03,subject03_session02_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.044386960566043854,-0.1642894744873047
right arm,subject03,subject03_session03_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.044891051948070526,-0.151204451918602
right arm,subject03,subject03_session04_relabeled_first_gesture_dropped_filtered.npz,signal_right,409,0.04609574377536774,-0.11993347108364105
right arm,subject03,subject03_session05_relabeled_first_gesture_dropped_filtered.npz,signal_right,409,0.046240512281656265,-0.11617562174797058
right arm,subject03,subject03_session06_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.04348780959844589,-0.1876293271780014
right arm,subject04,subject04_session01_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.1166376918554306,1.7111700773239136
right arm,subject04,subject04_session02_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.1399761289358139,2.316981077194214
right arm,subject04,subject04_session03_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.10671006888151169,1.4534722566604614
right arm,subject04,subject04_session04_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.09054151177406311,1.033774495124817
right arm,subject04,subject04_session05_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.05598101764917374,0.13666506111621857
right arm,subject05,subject05_session01_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.027339430525898933,-0.6068033576011658
right arm,subject05,subject05_session02_relabeled_first_gesture_dropped_filtered.npz,signal_right,411,0.027868065983057022,-0.5930812358856201
right arm,subject05,subject05_session03_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.03463069349527359,-0.4175392985343933
right arm,subject05,subject05_session04_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.028058385476469994,-0.5881410241127014
right arm,subject06,subject06_session01_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.024731824174523354,-0.674490749835968
right arm,subject06,subject06_session02_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.029440175741910934,-0.5522729754447937
right arm,subject06,subject06_session03_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.02631538175046444,-0.6333853006362915
right arm,subject06,subject06_session04_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.025901779532432556,-0.6441214084625244
right arm,subject06,subject06_session05_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.02063634805381298,-0.7807996869087219
right arm,subject06,subject06_session06_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.018731651827692986,-0.8302410840988159
right arm,subject06,subject06_session07_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.01934928633272648,-0.8142088651657104
right arm,subject06,subject06_session08_relabeled_first_gesture_dropped_filtered.npz,signal_right,410,0.0199750866740942,-0.7979644536972046
right arm,subject07,subject07_session01_filtered.npz,signal_right,410,0.07292380183935165,0.5764600038528442
right arm,subject07,subject07_session02_filtered.npz,signal_right,410,0.08355862647294998,0.8525151014328003
right arm,subject07,subject07_session03_filtered.npz,signal_right,410,0.10569881647825241,1.427222490310669
right arm,subject07,subject07_session04_filtered.npz,signal_right,410,0.08450372517108917,0.8770476579666138
right arm,subject07,subject07_session05_filtered.npz,signal_right,410,0.08615361899137497,0.9198750257492065
right arm,subject07,subject07_session06_filtered.npz,signal_right,410,0.0764738991856575,0.6686121821403503
right arm,subject07,subject07_session07_filtered.npz,signal_right,410,0.08560247719287872,0.9055686593055725
right arm,subject07,subject07_session08_filtered.npz,signal_right,410,0.09074766933917999,1.0391258001327515
right arm,subject08,subject08_session01_filtered.npz,signal_right,410,0.03268823400139809,-0.46796098351478577
right arm,subject08,subject08_session02_filtered.npz,signal_right,410,0.05694443732500076,0.1616731733083725
right arm,subject08,subject08_session03_filtered.npz,signal_right,410,0.04093098267912865,-0.2539985477924347
right arm,subject08,subject08_session04_filtered.npz,signal_right,410,0.039432674646377563,-0.29289111495018005
right arm,subject08,subject08_session05_filtered.npz,signal_right,410,0.03388846293091774,-0.4368058443069458
right arm,subject08,subject08_session06_filtered.npz,signal_right,410,0.035803794860839844,-0.3870883285999298
right arm,subject08,subject08_session07_filtered.npz,signal_right,410,0.03403906896710396,-0.4328964650630951
right arm,subject09,subject09_session01_filtered.npz,signal_right,410,0.05267325043678284,0.05080317333340645
right arm,subject09,subject09_session02_filtered.npz,signal_right,410,0.04646829143166542,-0.11026301234960556
right arm,subject09,subject09_session03_filtered.npz,signal_right,410,0.06946245580911636,0.48661157488822937
right arm,subject09,subject09_session04_filtered.npz,signal_right,410,0.05407227948307991,0.08711868524551392
right arm,subject09,subject09_session05_filtered.npz,signal_right,410,0.04943525418639183,-0.03324761614203453
right arm,subject09,subject09_session06_filtered.npz,signal_right,411,0.0417214035987854,-0.23348109424114227
right arm,subject10,subject10_session01_filtered.npz,signal_right,410,0.1741938591003418,3.205193281173706
right arm,subject10,subject10_session02_filtered.npz,signal_right,410,0.0599764809012413,0.24037791788578033
right arm,subject10,subject10_session03_filtered.npz,signal_right,410,0.18821625411510468,3.5691819190979004
right arm,subject10,subject10_session04_filtered.npz,signal_right,410,0.09915780276060104,1.2574331760406494
right arm,subject10,subject10_session05_filtered.npz,signal_right,410,0.1088348776102066,1.5086272954940796
right arm,subject10,subject10_session06_filtered.npz,signal_right,410,0.1480138748884201,2.5256221294403076
right arm,subject10,subject10_session07_filtered.npz,signal_right,410,0.23457883298397064,4.772645950317383
right arm,subject10,subject10_session08_filtered.npz,signal_right,410,0.6666475534439087,15.988136291503906
right arm,subject11,subject11_session01_filtered.npz,signal_right,410,0.04344106465578079,-0.18884271383285522
right arm,subject11,subject11_session02_filtered.npz,signal_right,410,0.05283406376838684,0.05497751012444496
right arm,subject11,subject11_session03_filtered.npz,signal_right,410,0.07550396025180817,0.6434348821640015
right arm,subject11,subject11_session04_filtered.npz,signal_right,410,0.0874585434794426,0.9537478089332581
right arm,subject11,subject11_session05_filtered.npz,signal_right,410,0.09575724601745605,1.169162631034851
right arm,subject11,subject11_session06_filtered.npz,signal_right,410,0.04007929936051369,-0.2761062681674957
right arm,subject11,subject11_session07_filtered.npz,signal_right,410,0.0507160946726799,0.0
right arm,subject12,subject12_session01_filtered.npz,signal_right,410,0.072503462433815,0.5655489563941956
right arm,subject12,subject12_session02_filtered.npz,signal_right,410,0.06616291403770447,0.4009632170200348
right arm,subject12,subject12_session03_filtered.npz,signal_right,410,0.11224085837602615,1.5970386266708374
right arm,subject12,subject12_session04_filtered.npz,signal_right,410,0.20034226775169373,3.883944272994995
right arm,subject12,subject12_session05_filtered.npz,signal_right,410,0.09606985747814178,1.1772773265838623
right arm,subject12,subject12_session06_filtered.npz,signal_right,410,0.21716871857643127,4.3207197189331055
right arm,subject12,subject12_session07_filtered.npz,signal_right,410,0.12179917097091675,1.8451499938964844
right arm,Matthew,Matthew_session01_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.17736390233039856,4.3501434326171875
right arm,Matthew,Matthew_session02_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.11185010522603989,1.7653579711914062
right arm,Matthew,Matthew_session03_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.10353723913431168,1.437381625175476
right arm,Matthew,Matthew_session04_relabeled_first_gesture_dropped_filtered.npz,horn,411,0.06370207667350769,-0.13427749276161194
right arm,Matthew,Matthew_session05_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.13448432087898254,2.658369779586792
right arm,Matthew,Matthew_session06_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.0646805390715599,-0.09567317366600037
right arm,Matthew,Matthew_session07_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.07821954786777496,0.4384957551956177
right arm,Matthew,Matthew_session08_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.09138452261686325,0.9579075574874878
right arm,Matthew,Matthew_session09_filtered.npz,horn,410,0.06710546463727951,0.0
right arm,Matthew,Matthew_session10_filtered.npz,horn,410,0.07558465749025345,0.33453863859176636
right arm,Matthew,Matthew_session11_filtered.npz,horn,410,0.04351026937365532,-0.9309263825416565
right arm,Matthew,Matthew_session12_filtered.npz,horn,410,0.059532735496759415,-0.29877495765686035
right arm,Matthew,Matthew_session13_filtered.npz,horn,409,0.05775783583521843,-0.36880195140838623
right arm,Matthew,Matthew_session14_filtered.npz,horn,410,0.031342070549726486,-1.4110112190246582
right arm,Matthew,Matthew_session15_filtered.npz,horn,410,0.0579071119427681,-0.3629124164581299
right arm,Matthew,Matthew_session16_filtered.npz,horn,410,0.04340427368879318,-0.9351083040237427
right arm,Matthew,Matthew_session17_filtered.npz,horn,410,0.04124678298830986,-1.0202300548553467
right arm,Matthew,Matthew_session18_filtered.npz,horn,410,0.04423585534095764,-0.9022990465164185
right arm,Matthew,Matthew_session19_filtered.npz,horn,411,0.06833505630493164,0.04851238802075386
right arm,Matthew,Matthew_session20_filtered.npz,horn,410,0.04351013898849487,-0.9309315085411072
right arm,Matthew,Matthew_session21_filtered.npz,horn,410,0.0882980078458786,0.8361319899559021
right arm,Matthew,Matthew_session22_filtered.npz,horn,470,0.17123699188232422,4.108412265777588
right arm,subject02,subject02_session01_relabeled_first_gesture_dropped_filtered.npz,horn,409,0.11053631454706192,1.7135236263275146
right arm,subject02,subject02_session02_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.06904471665620804,0.07651137560606003
right arm,subject02,subject02_session03_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.0565238855779171,-0.417486310005188
right arm,subject02,subject02_session04_relabeled_first_gesture_dropped_filtered.npz,horn,409,0.05406845733523369,-0.5143629312515259
right arm,subject02,subject02_session05_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.047126684337854385,-0.7882440686225891
right arm,subject02,subject02_session06_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.04707843437790871,-0.7901477813720703
right arm,subject02,subject02_session07_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.04719269648194313,-0.7856396436691284
right arm,subject03,subject03_session01_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.051813844591379166,-0.6033165454864502
right arm,subject03,subject03_session02_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.057069532573223114,-0.3959583044052124
right arm,subject03,subject03_session03_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.058890942484140396,-0.32409629225730896
right arm,subject03,subject03_session04_relabeled_first_gesture_dropped_filtered.npz,horn,411,0.05140729993581772,-0.6193563938140869
right arm,subject03,subject03_session05_relabeled_first_gesture_dropped_filtered.npz,horn,411,0.05848993360996246,-0.33991771936416626
right arm,subject03,subject03_session06_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.0583500936627388,-0.3454349637031555
right arm,subject04,subject04_session01_relabeled_first_gesture_dropped_filtered.npz,horn,409,0.07072111964225769,0.14265228807926178
right arm,subject04,subject04_session02_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.1521667242050171,3.3560123443603516
right arm,subject04,subject04_session03_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.09127319604158401,0.9535152316093445
right arm,subject04,subject04_session04_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.07595659047365189,0.3492128849029541
right arm,subject04,subject04_session05_relabeled_first_gesture_dropped_filtered.npz,horn,410,0.07804063707590103,0.43143701553344727
